assisted_tackles,awards,class,combined_tackles,conference,expected_draft_year,final_season_year,forced_fumbles,fumble_recoveries,fumble_recovery_tds,fumble_recovery_yards,games,interception_tds,interception_yards,interceptions,page_url,passes_defended,player,pos,sacks,school,scraped_at,solo_tackles,source_type,tfl
19,,SR,48,Big Ten,,2024,2,0,0,0,16,0,0,1,https://www.sports-reference.com/cfb/players/jordan-hancock-1.html,8,Jordan Hancock,CB/DB,0.5,Ohio State,2026-04-01T19:55:24.582Z,29,season_totals,1.5
30,,SR,76,Big Ten,,2024,3,1,1,27,15,0,24,1,https://www.sports-reference.com/cfb/players/lathan-ransom-1.html,2,Lathan Ransom,S/DB,1.0,Ohio State,2026-04-01T19:55:35.007Z,46,season_totals,9.0
0,,JR,1,ACC,,2015,0,0,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/malachi-moore-1.html,0,Malachi Moore,DL/DE,0.0,Boston College,2026-04-01T19:55:41.090Z,1,season_totals,0.0
25,,JR,77,SEC,,2024,0,0,0,0,14,0,0,1,https://www.sports-reference.com/cfb/players/malaki-starks-1.html,3,Malaki Starks,DB,0.0,Georgia,2026-04-01T19:55:47.280Z,52,season_totals,4.0
4,,JR,19,SEC,,2024,2,0,0,0,7,1,25,1,https://www.sports-reference.com/cfb/players/maxwell-hairston-1.html,4,Maxwell Hairston,DB,1.0,Kentucky,2026-04-01T19:55:53.142Z,15,season_totals,1.0
31,,JR,88,SEC,,2024,0,0,0,0,13,2,107,4,https://www.sports-reference.com/cfb/players/nick-emmanwori-1.html,2,Nick Emmanwori,DB,0.0,South Carolina,2026-04-01T19:55:59.149Z,57,season_totals,3.0
19,AA,SR,52,ACC,,2024,1,0,0,0,13,1,54,7,https://www.sports-reference.com/cfb/players/nohl-williams-1.html,9,Nohl Williams,DB,0.0,California,2026-04-01T19:56:05.163Z,33,season_totals,1.0
9,,FR,33,CUSA,,2021,0,0,0,0,9,1,153,5,https://www.sports-reference.com/cfb/players/quincy-riley-1.html,9,Quincy Riley,CB,1.5,Middle Tennessee State,2026-04-01T19:56:11.267Z,24,season_totals,4.5
31,,SR,75,ACC,,2024,0,0,0,0,13,0,6,2,https://www.sports-reference.com/cfb/players/rj-mickens-1.html,7,R.J. Mickens,S,0.0,Clemson,2026-04-01T19:56:17.241Z,44,season_totals,6.0
11,,SR,50,SEC,,2024,1,0,0,0,13,0,-1,3,https://www.sports-reference.com/cfb/players/trey-amos-1.html,13,Trey Amos,CB/DB,0.0,Ole Miss,2026-04-01T19:56:32.452Z,39,season_totals,3.5
23,,JR,52,CUSA,,2024,0,0,0,0,12,0,24,1,https://www.sports-reference.com/cfb/players/upton-stout-1.html,1,Upton Stout,DB,1.0,Western Kentucky,2026-04-01T19:56:38.555Z,29,season_totals,7.5
30,AA,SR,82,Ind,,2024,1,1,0,0,16,1,136,6,https://www.sports-reference.com/cfb/players/xavier-watts-1.html,10,Xavier Watts,WR/LB/S,0.0,Notre Dame,2026-04-01T19:56:50.473Z,52,season_totals,3.5
15,,JR,33,SEC,,2016,0,0,0,0,13,1,80,3,https://www.sports-reference.com/cfb/players/quincy-wilson-2.html,6,Quincy Wilson,DB,1.0,Florida,2026-04-01T19:58:10.096Z,18,season_totals,3.5
17,,SO,21,SEC,,2025,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/darron-reed-jr-1.html,1,Darron Reed Jr.,DL,2.0,Mississippi State,2026-04-01T19:58:28.405Z,4,season_totals,2.0
7,AA,JR,37,Big Ten,,2017,0,0,0,0,14,0,0,2,https://www.sports-reference.com/cfb/players/denzel-ward-3.html,15,Denzel Ward,CB,0.0,Ohio State,2026-04-01T19:58:38.427Z,30,season_totals,2.0
30,,SR,53,MWC,,2017,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/mike-hughes-3.html,0,Mike Hughes,DL,2.0,Nevada-Las Vegas,2026-04-01T19:58:58.935Z,23,season_totals,7.0
12,,JR,49,American,,2017,1,0,0,0,13,1,92,4,https://www.sports-reference.com/cfb/players/mike-hughes-4.html,11,Mike Hughes,CB/DB,0.0,UCF,2026-04-01T19:59:07.432Z,37,season_totals,0.5
9,,JR,35,Big Ten,,2017,0,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/nick-nelson-2.html,21,Nick Nelson,DB/CB,0.0,Wisconsin,2026-04-01T19:59:20.673Z,26,season_totals,1.0
14,,SR,52,Big Ten,,2018,0,0,0,0,12,1,30,4,https://www.sports-reference.com/cfb/players/darnell-savage-jr-1.html,2,Darnell Savage Jr.,DB,0.0,Maryland,2026-04-01T19:59:42.435Z,38,season_totals,5.5
6,,JR,17,Big Ten,,2018,0,0,0,0,13,0,15,1,https://www.sports-reference.com/cfb/players/david-long-3.html,8,David Long,DB,0.0,Michigan,2026-04-01T19:59:56.328Z,11,season_totals,0.0
35,,JR,111,Big 12,,2018,1,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/david-long-2.html,4,David Long,LB,8.0,West Virginia,2026-04-01T20:00:09.816Z,76,season_totals,19.0
6,,SR,26,Pac-12,,2018,2,0,0,0,12,0,0,2,https://www.sports-reference.com/cfb/players/jordan-miller-3.html,6,Jordan Miller,DB,0.0,Washington,2026-04-01T20:00:24.725Z,20,season_totals,2.0
7,,SR,33,SEC,,2018,0,0,0,0,10,0,30,2,https://www.sports-reference.com/cfb/players/kendarius-webster-1.html,6,Kendarius Webster,DB,0.0,Ole Miss,2026-04-01T20:00:31.804Z,26,season_totals,1.0
18,,SR,57,Pac-12,,2018,1,0,0,0,10,0,-4,1,https://www.sports-reference.com/cfb/players/marvell-tell-iii-1.html,5,Marvell Tell III,S,0.0,USC,2026-04-01T20:00:57.202Z,39,season_totals,1.0
26,,SR,82,SEC,,2018,1,1,0,0,13,1,79,2,https://www.sports-reference.com/cfb/players/mike-edwards-8.html,6,Mike Edwards,S,0.0,Kentucky,2026-04-01T20:01:16.261Z,56,season_totals,9.0
26,,JR,59,Pac-12,,2018,0,3,0,0,13,0,0,2,https://www.sports-reference.com/cfb/players/tyler-rapp-2.html,5,Taylor Rapp,DB,5.0,Washington,2026-04-01T20:02:09.251Z,33,season_totals,6.0
6,,JR,24,MAC,,2018,0,2,0,0,11,0,0,1,https://www.sports-reference.com/cfb/players/xavier-crawford-2.html,12,Xavier Crawford,CB/DB,0.0,Central Michigan,2026-04-01T20:02:22.229Z,18,season_totals,3.0
18,,SR,87,Big Ten,,2019,0,1,0,5,12,0,0,1,https://www.sports-reference.com/cfb/players/antoine-brooks-1.html,5,Antoine Brooks,LB/DB,0.0,Maryland,2026-04-01T20:02:35.394Z,69,season_totals,8.5
16,,JR,59,American,,2019,1,0,0,0,12,0,8,3,https://www.sports-reference.com/cfb/players/harrison-hand-2.html,5,Harrison Hand,CB,0.0,Temple,2026-04-01T20:03:13.520Z,43,season_totals,4.0
6,AA,JR,35,Big Ten,,2019,2,0,0,0,14,0,0,3,https://www.sports-reference.com/cfb/players/jeffrey-okudah-1.html,9,Jeffrey Okudah,CB,0.0,Ohio State,2026-04-01T20:03:19.046Z,29,season_totals,1.0
12,,SR,54,CUSA,,2019,2,0,0,0,13,0,23,1,https://www.sports-reference.com/cfb/players/stantley-thomas-oliver-iii-1.html,8,Stantley Thomas-Oliver III,WR/DB,2.0,Florida International,2026-04-01T20:03:53.968Z,42,season_totals,4.0
13,,SR,40,Ind,,2019,0,0,0,0,13,0,19,1,https://www.sports-reference.com/cfb/players/troy-pride-jr-1.html,6,Troy Pride Jr.,CB,0.0,Notre Dame,2026-04-01T20:04:01.827Z,27,season_totals,0.0
10,,SR,41,American,,2020,1,1,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/aaron-robinson-2.html,6,Aaron Robinson,DB,0.0,UCF,2026-04-01T20:04:15.785Z,31,season_totals,1.0
6,,JR,20,SEC,,2020,0,0,0,0,9,2,94,4,https://www.sports-reference.com/cfb/players/eric-stokes-2.html,4,Eric Stokes,DB,0.0,Georgia,2026-04-01T20:04:23.526Z,14,season_totals,0.0
4,,JR,12,Big Ten,,2020,0,0,0,0,6,0,0,1,https://www.sports-reference.com/cfb/players/greg-newsome-ii-1.html,9,Greg Newsome II,DB,0.0,Northwestern,2026-04-01T20:04:28.514Z,8,season_totals,0.0
2,,SR,9,Pac-12,,2020,0,0,0,0,4,0,0,0,https://www.sports-reference.com/cfb/players/keith-taylor-3.html,1,Keith Taylor,DB,0.0,Washington,2026-04-01T20:04:36.661Z,7,season_totals,0.0
10,,SR,26,SEC,,2020,0,1,0,0,6,0,38,3,https://www.sports-reference.com/cfb/players/richard-lecounte-iii-1.html,4,Richard Lecounte III,DB,0.0,Georgia,2026-04-01T20:04:42.039Z,16,season_totals,1.0
16,,SR,40,SEC,,2020,1,0,0,0,7,0,45,2,https://www.sports-reference.com/cfb/players/shawn-davis-3.html,1,Shawn Davis,DB,0.0,Florida,2026-04-01T20:04:52.310Z,24,season_totals,2.0
17,,JR,47,Big 12,,2020,0,0,0,0,10,0,0,2,https://www.sports-reference.com/cfb/players/trevon-moehrig-woodard-1.html,9,Trevon Moehrig-Woodard,S,0.0,Texas Christian,2026-04-01T20:04:59.592Z,30,season_totals,2.0
11,,JR,37,ACC,,2021,0,0,0,0,11,0,0,3,https://www.sports-reference.com/cfb/players/andrew-booth-jr-1.html,5,Andrew Booth Jr.,CB,0.0,Clemson,2026-04-01T20:05:06.851Z,26,season_totals,3.0
38,,SR,93,American,,2021,0,0,0,0,14,0,0,2,https://www.sports-reference.com/cfb/players/bryan-cook-2.html,9,Bryan Cook,S,1.0,Cincinnati,2026-04-01T20:05:14.367Z,55,season_totals,5.5
16,,JR,51,Big Ten,,2021,0,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/cam-taylor-1.html,11,Cam Taylor,DB/CB,1.0,Nebraska,2026-04-01T20:05:20.302Z,35,season_totals,3.0
2,,JR,8,SEC,,2021,1,0,0,0,3,0,0,0,https://www.sports-reference.com/cfb/players/derek-stingley-jr-1.html,0,Derek Stingley Jr.,CB,0.0,LSU,2026-04-01T20:05:38.587Z,6,season_totals,3.5
13,,SR,57,Big 12,,2021,0,1,1,97,14,1,109,6,https://www.sports-reference.com/cfb/players/jt-woods-1.html,2,J.T. Woods,S,0.0,Baylor,2026-04-01T20:05:43.843Z,44,season_totals,4.5
6,,SR,42,Pac-12,,2021,3,0,0,0,11,0,-1,3,https://www.sports-reference.com/cfb/players/jack-jones-5.html,6,Jack Jones,CB/DB,1.0,Arizona State,2026-04-01T20:05:56.411Z,36,season_totals,2.5
8,,SR,31,Pac-12,,2021,0,4,0,49,12,0,11,2,https://www.sports-reference.com/cfb/players/jaylen-watson-2.html,3,Jaylen Watson,DB,0.0,Washington State,2026-04-01T20:06:04.895Z,23,season_totals,1.0
4,,JR,27,SEC,,2022,0,0,0,0,11,0,0,1,https://www.sports-reference.com/cfb/players/cam-smith-3.html,5,Cam Smith,DB,0.0,South Carolina,2026-04-01T20:06:41.448Z,23,season_totals,1.0
14,,JR,52,Big Ten,,2022,1,1,0,0,11,0,33,1,https://www.sports-reference.com/cfb/players/cameron-mitchell-2.html,9,Cameron Mitchell,DB,1.0,Northwestern,2026-04-01T20:06:56.013Z,38,season_totals,2.5
16,,SR,59,SEC,,2022,0,1,1,23,13,0,18,1,https://www.sports-reference.com/cfb/players/jay-ward-2.html,4,Jay Ward,CB/S/DB,0.0,LSU,2026-04-01T20:07:04.380Z,43,season_totals,2.5
6,,JR,20,Ind,,2024,0,0,0,0,6,0,0,0,https://www.sports-reference.com/cfb/players/benjamin-morrison-1.html,4,Benjamin  Morrison,CB,0.0,Notre Dame,2026-04-01T20:07:53.562Z,14,season_totals,0.0
20,,SR,54,SEC,,2024,0,2,1,43,12,0,2,2,https://www.sports-reference.com/cfb/players/billy-bowman-1.html,3,Billy Bowman,DB,0.0,Oklahoma,2026-04-01T20:07:59.948Z,34,season_totals,2.5
25,,SR,70,ACC,,2024,0,1,0,0,13,0,0,2,https://www.sports-reference.com/cfb/players/criag-woodson-1.html,9,Craig Woodson,S/DB,0.0,California,2026-04-01T20:08:06.247Z,45,season_totals,2.5
22,,SR,59,Big Ten,,2024,0,0,0,0,10,0,17,1,https://www.sports-reference.com/cfb/players/dante-trader-1.html,4,Dante Trader,DB,0.0,Maryland,2026-04-01T20:08:30.422Z,37,season_totals,0.0
5,,JR,13,Big Ten,,2024,1,0,0,0,3,0,0,0,https://www.sports-reference.com/cfb/players/kevin-winston-1.html,0,Kevin Winston,S,0.0,Penn State,2026-04-01T20:08:38.160Z,8,season_totals,0.0
23,,SR,70,American,,2024,3,0,0,0,13,1,86,2,https://www.sports-reference.com/cfb/players/rayuan-lane-1.html,5,Rayuan Lane,S,0.0,Navy,2026-04-01T20:08:45.348Z,47,season_totals,0.5
14,AA,JR,48,Big Ten,,2017,1,0,0,0,13,2,168,8,https://www.sports-reference.com/cfb/players/joshua-jackson-3.html,18,Joshua Jackson,WR/DB,0.0,Iowa,2026-04-01T20:09:37.434Z,34,season_totals,0.5
26,,SR,72,Big Ten,,2017,2,0,0,0,13,0,50,1,https://www.sports-reference.com/cfb/players/marcus-allen-5.html,3,Marcus Allen,S,1.0,Penn State,2026-04-01T20:10:03.310Z,46,season_totals,4.0
19,,SR,55,Big Ten,,2017,0,0,0,0,13,0,1,1,https://www.sports-reference.com/cfb/players/tony-apke-1.html,5,Troy Apke,S,0.0,Penn State,2026-04-01T20:10:11.746Z,36,season_totals,3.0
29,,SR,66,SEC,,2018,1,0,0,0,12,0,0,2,https://www.sports-reference.com/cfb/players/donovan-wilson-2.html,3,Donovan Wilson,DB,2.0,Texas A&M,2026-04-01T20:10:20.451Z,37,season_totals,4.5
16,,SR,66,American,,2018,0,0,0,0,11,0,45,2,https://www.sports-reference.com/cfb/players/isaiah-johnson-4.html,7,Isaiah Johnson,WR/CB,0.0,Houston,2026-04-01T20:10:35.584Z,50,season_totals,2.0
32,,SR,69,Pac-10,,2009,1,0,0,0,13,1,62,4,https://www.sports-reference.com/cfb/players/will-harris-1.html,0,Will Harris,DB,0.0,USC,2026-04-01T20:10:56.463Z,37,season_totals,3.5
32,,SR,75,ACC,,2018,0,2,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/william-harris-4.html,0,William Harris,DB,0.0,Boston College,2026-04-01T20:11:04.447Z,43,season_totals,1.0
22,,SR,86,Big 12,,2019,1,1,0,0,13,0,7,2,https://www.sports-reference.com/cfb/players/brandon-jones-13.html,4,Brandon Jones,DB,1.0,Texas,2026-04-01T20:11:24.533Z,64,season_totals,4.5
27,,SR,74,SEC,,2019,1,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/daniel-thomas-3.html,1,Daniel Thomas,DB,0.0,Auburn,2026-04-01T20:11:33.946Z,47,season_totals,5.5
8,,JR,38,Big Ten,,2019,0,2,0,0,13,0,6,3,https://www.sports-reference.com/cfb/players/ambry-thomas-1.html,4,Ambry Thomas,DB,0.0,Michigan,2026-04-01T20:11:38.962Z,30,season_totals,3.0
4,AA,SR,19,MWC,,2020,1,0,0,0,7,0,0,0,https://www.sports-reference.com/cfb/players/avery-williams-6.html,1,Avery Williams,CB,0.0,Boise State,2026-04-01T20:11:50.070Z,15,season_totals,2.0
19,,JR,62,Pac-12,,2019,1,4,2,45,14,1,32,2,https://www.sports-reference.com/cfb/players/brady-breeze-1.html,3,Brady Breeze,DB/S,0.0,Oregon,2026-04-01T20:11:55.109Z,43,season_totals,0.0
26,,SO,66,Pac-12,,2019,0,0,0,0,14,1,64,4,https://www.sports-reference.com/cfb/players/jevon-holland-1.html,4,Jevon Holland,S,0.0,Oregon,2026-04-01T20:12:06.481Z,40,season_totals,4.5
11,,JR,47,SEC,,2019,0,0,0,0,15,0,45,4,https://www.sports-reference.com/cfb/players/kary-vincent-jr-1.html,9,Kary Vincent Jr.,CB,0.0,LSU,2026-04-01T20:12:38.018Z,36,season_totals,2.0
10,,JR,33,Pac-12,,2019,0,0,0,0,9,0,4,4,https://www.sports-reference.com/cfb/players/paulson-adebo-1.html,10,Paulson Adebo,CB,0.0,Stanford,2026-04-01T20:12:43.216Z,23,season_totals,0.0
6,,SR,31,Big 12,,2020,0,0,0,0,10,0,0,3,https://www.sports-reference.com/cfb/players/tre-brown-2.html,6,Tre Brown,CB,0.0,Oklahoma,2026-04-01T20:12:54.450Z,25,season_totals,1.0
11,AA,SR,48,American,,2021,1,0,0,0,13,0,2,5,https://www.sports-reference.com/cfb/players/marcus-jones-11.html,13,Marcus Jones,CB,0.0,Houston,2026-04-01T20:13:03.874Z,37,season_totals,1.0
36,,JR,71,SEC,,2022,3,0,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/antonio-johnson-6.html,1,Antonio Johnson,DB,1.0,Texas A&M,2026-04-01T20:13:18.784Z,35,season_totals,5.0
15,,SO,50,Pac-12,,2022,0,0,0,0,12,0,118,4,https://www.sports-reference.com/cfb/players/christian-gonzalez-2.html,7,Christian Gonzalez,CB/DB,0.0,Oregon,2026-04-01T20:13:31.167Z,35,season_totals,1.0
9,,SR,36,Big Ten,,2022,0,1,1,45,14,0,0,1,https://www.sports-reference.com/cfb/players/dj-turner-3.html,10,DJ Turner,DB,0.0,Michigan,2026-04-01T20:13:42.998Z,27,season_totals,1.0
11,,SO,35,ACC,,2022,0,1,0,5,7,0,5,2,https://www.sports-reference.com/cfb/players/garrett-williams-2.html,3,Garrett Williams,DB,1.0,Syracuse,2026-04-01T20:13:52.394Z,24,season_totals,1.5
6,,JR,33,SEC,,2022,0,1,0,2,10,0,0,0,https://www.sports-reference.com/cfb/players/jaylon-jones-3.html,2,Jaylon Jones,DB,0.0,Texas A&M,2026-04-01T20:14:12.630Z,27,season_totals,0.0
21,,JR,63,Pac-12,,2023,0,0,0,0,12,1,41,2,https://www.sports-reference.com/cfb/players/calen-bullock-1.html,7,Calen Bullock,S/DB,0.0,USC,2026-04-01T20:14:21.230Z,42,season_totals,0.0
25,,JR,60,Pac-12,,2023,1,2,0,0,11,0,10,2,https://www.sports-reference.com/cfb/players/cole-bishop-1.html,4,Cole Bishop,S,3.0,Utah,2026-04-01T20:14:25.351Z,35,season_totals,6.5
20,,SR,73,Big 12,,2023,0,0,0,0,13,0,23,4,https://www.sports-reference.com/cfb/players/dadrion-taylor-demerson-1.html,8,Dadrion Taylor-Demerson,DB,1.0,Texas Tech,2026-04-01T20:14:32.033Z,53,season_totals,1.5
7,,SR,25,ACC,,2023,1,0,0,0,9,0,11,5,https://www.sports-reference.com/cfb/players/elijah-jones-3.html,8,Elijah Jones,DB/CB,0.0,Boston College,2026-04-01T20:15:03.052Z,18,season_totals,0.0
