assisted_tackles,awards,class,combined_tackles,conference,final_season_year,forced_fumbles,fumble_recoveries,fumble_recovery_tds,fumble_recovery_yards,games,interception_tds,interception_yards,interceptions,page_url,passes_defended,player,pos,sacks,school,scraped_at,solo_tackles,source_type,tfl
21,,SO,46,SEC,2014,1,3,1,21,13,0,0,0,https://www.sports-reference.com/cfb/players/darius-philon-1.html,2,Darius Philon,DT,4.5,Arkansas,2026-04-01T16:21:34.317Z,25,season_totals,11.5
5,,SR,30,ACC,2013,0,0,0,0,12,1,35,3,https://www.sports-reference.com/cfb/players/darius-robinson-1.html,1,Darius Robinson,DB/CB,0.0,Clemson,2026-04-01T16:21:40.945Z,25,season_totals,3.5
10,,SR,38,SEC,2022,1,0,0,0,10,0,59,2,https://www.sports-reference.com/cfb/players/darius-rush-1.html,7,Darius Rush,DB,0.0,South Carolina,2026-04-01T16:21:48.024Z,28,season_totals,2.0
14,,SR,40,SEC,2012,0,0,0,0,13,1,101,5,https://www.sports-reference.com/cfb/players/darius-slay-1.html,0,Darius Slay,DB,0.0,Mississippi State,2026-04-01T16:21:54.970Z,26,season_totals,1.0
10,,JR,34,Pac-12,2019,0,1,0,0,10,0,0,2,https://www.sports-reference.com/cfb/players/darnay-holmes-1.html,6,Darnay Holmes,DB,0.0,UCLA,2026-04-01T16:22:07.520Z,24,season_totals,1.0
14,,JR,50,Pac-10,2005,1,0,0,0,12,1,119,4,https://www.sports-reference.com/cfb/players/darnell-bing-1.html,0,Darnell Bing,DB,0.0,USC,2026-04-01T16:22:09.289Z,36,season_totals,2.5
32,,JR,53,SEC,2017,0,1,0,0,14,0,21,1,https://www.sports-reference.com/cfb/players/daron-payne-1.html,3,Daron Payne,DL,1.0,Alabama,2026-04-01T16:22:30.128Z,21,season_totals,1.0
28,AA,SR,60,Big Ten,2013,2,0,0,0,13,0,38,4,https://www.sports-reference.com/cfb/players/darqueze-dennard-1.html,10,Darqueze Dennard,DB/CB,0.0,Michigan State,2026-04-01T16:22:37.228Z,32,season_totals,3.5
13,,SR,42,Sun Belt,2022,0,0,0,0,13,0,21,1,https://www.sports-reference.com/cfb/players/darrell-luter-jr-1.html,7,Darrell Luter Jr.,CB,0.0,South Alabama,2026-04-01T16:22:44.276Z,29,season_totals,0.5
30,,SR,93,Big 12,2009,1,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/darrell-stuckey-1.html,0,Darrell Stuckey,DB,1.0,Kansas,2026-04-01T16:22:56.755Z,63,season_totals,3.5
18,,SR,46,SEC,2019,1,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/darrell-taylor-1.html,4,Darrell Taylor,DL/LB,8.5,Tennessee,2026-04-01T16:23:03.744Z,28,season_totals,10.0
6,,JR,39,Big East,2006,0,0,0,0,12,2,76,2,https://www.sports-reference.com/cfb/players/darrelle-revis-1.html,0,Darrelle Revis,DB,0.0,Pitt,2026-04-01T16:23:10.905Z,33,season_totals,4.0
7,,JR,38,MWC,2020,0,0,0,0,8,1,72,3,https://www.sports-reference.com/cfb/players/darren-hall-1.html,6,Darren Hall,S/CB,0.0,San Diego State,2026-04-01T16:23:18.178Z,31,season_totals,2.0
9,,SR,40,American,2020,0,0,0,0,10,0,22,2,https://www.sports-reference.com/cfb/players/darrick-forrest-1.html,1,Darrick Forrest,S,0.0,Cincinnati,2026-04-01T16:23:31.913Z,31,season_totals,1.0
30,,SO,66,Big Ten,2015,2,0,0,0,13,1,41,1,https://www.sports-reference.com/cfb/players/darron-lee-1.html,2,Darron Lee,LB,4.5,Ohio State,2026-04-01T16:23:46.168Z,36,season_totals,11.0
41,,SR,106,ACC,2009,1,0,0,0,13,1,73,1,https://www.sports-reference.com/cfb/players/darryl-sharpton-1.html,0,Darryl Sharpton,LB,0.0,Miami (FL),2026-04-01T16:24:07.333Z,65,season_totals,9.0
21,,SR,48,ACC,2005,3,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/darryl-tapp-1.html,3,Darryl Tapp,DL,10.0,Virginia Tech,2026-04-01T16:24:14.458Z,27,season_totals,14.5
41,,SR,109,MWC,2009,0,0,0,0,13,1,48,3,https://www.sports-reference.com/cfb/players/daryl-washington-1.html,0,Daryl Washington,LB,2.0,Texas Christian,2026-04-01T16:24:28.151Z,68,season_totals,11.0
3,,JR,49,Big 12,2015,2,1,0,0,12,0,0,6,https://www.sports-reference.com/cfb/players/daryl-worley-1.html,12,Daryl Worley,CB,0.0,West Virginia,2026-04-01T16:24:35.576Z,46,season_totals,2.0
17,,SR,50,Pac-10,2006,0,0,0,0,11,0,6,1,https://www.sports-reference.com/cfb/players/dashon-goldson-1.html,0,Dashon Goldson,DB,0.0,Washington,2026-04-01T16:24:42.888Z,33,season_totals,1.0
17,,SR,62,Pac-12,2012,1,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/datone-jones-1.html,0,Datone Jones,DL,5.5,UCLA,2026-04-01T16:24:49.984Z,45,season_totals,19.0
13,,JR,61,ACC,2012,0,0,0,0,13,1,82,5,https://www.sports-reference.com/cfb/players/david-amerson-1.html,0,David Amerson,DB,0.0,North Carolina State,2026-04-01T16:25:11.702Z,48,season_totals,1.0
36,,SR,97,Ind,2008,2,0,0,0,13,0,57,4,https://www.sports-reference.com/cfb/players/david-bruton-1.html,0,David Bruton,DB,0.0,Notre Dame,2026-04-01T16:25:23.197Z,61,season_totals,1.5
19,,SR,42,SEC,2006,1,0,0,0,13,0,0,2,https://www.sports-reference.com/cfb/players/david-irons-1.html,0,David Irons,DB,0.0,Auburn,2026-04-01T16:25:37.191Z,23,season_totals,3.0
11,,JR,35,Big Ten,2021,5,1,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/david-ojabo-1.html,3,David Ojabo,LB,11.0,Michigan,2026-04-01T16:25:58.237Z,24,season_totals,12.0
23,,SR,34,Pac-12,2014,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/david-parry-1.html,0,David Parry,DL/DT,4.5,Stanford,2026-04-01T16:26:05.425Z,11,season_totals,7.5
26,,SR,73,WAC,2008,4,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/david-veikune-1.html,3,David Veikune,DL,9.0,Hawaii,2026-04-01T16:26:33.315Z,47,season_totals,16.5
15,,SR,72,Pac-12,2019,0,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/davion-taylor-1.html,4,Davion Taylor,LB,1.0,Colorado,2026-04-01T16:26:40.377Z,57,season_totals,8.0
23,AA,JR,45,Big Ten,2020,1,0,0,0,8,1,71,1,https://www.sports-reference.com/cfb/players/daviyon-nixon-1.html,1,Daviyon Nixon,DT,5.5,Iowa,2026-04-01T16:26:47.324Z,22,season_totals,13.5
28,,SR,57,WAC,2010,1,0,0,0,12,1,48,2,https://www.sports-reference.com/cfb/players/davon-house-1.html,0,Davon House,DB,0.0,New Mexico State,2026-04-01T16:26:54.589Z,29,season_totals,0.5
23,,SR,76,ACC,2005,1,0,0,0,12,0,12,4,https://www.sports-reference.com/cfb/players/dawan-landry-1.html,0,Dawan Landry,DB,0.0,Georgia Tech,2026-04-01T16:27:07.266Z,53,season_totals,3.5
26,,SR,56,Big Ten,2016,2,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/dawuane-smoot-1.html,1,Dawuane Smoot,LB/DL,5.0,Illinois,2026-04-01T16:27:14.280Z,30,season_totals,15.0
17,,SR,32,SEC,2020,0,0,0,0,8,0,0,0,https://www.sports-reference.com/cfb/players/dayo-odeyingbo-1.html,1,Dayo Odeyingbo,DL,5.5,Vanderbilt,2026-04-01T16:27:21.353Z,15,season_totals,8.0
39,,SR,92,Big Ten,2015,1,0,0,0,13,0,-3,1,https://www.sports-reference.com/cfb/players/devondre-campbell-1.html,3,De'Vondre Campbell,LB,4.0,Minnesota,2026-04-01T16:27:28.421Z,53,season_totals,6.5
45,,SR,73,Big Ten,2008,0,0,0,0,13,0,1,1,https://www.sports-reference.com/cfb/players/deandre-levy-1.html,0,Deandre Levy,LB,5.0,Wisconsin,2026-04-01T16:27:35.507Z,28,season_totals,9.5
50,,SR,94,CUSA,2021,4,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/deangelo-malone-1.html,4,DeAngelo Malone,DL/DE,9.0,Western Kentucky,2026-04-01T16:27:49.464Z,44,season_totals,17.5
15,,SR,50,Big East,2008,1,0,0,0,13,0,2,2,https://www.sports-reference.com/cfb/players/deangelo-smith-1.html,0,Deangelo Smith,DB,0.0,Cincinnati,2026-04-01T16:27:56.432Z,35,season_totals,3.5
9,,SR,20,SEC,2011,0,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/deangelo-tyson-1.html,1,Deangelo Tyson,DL,1.5,Georgia,2026-04-01T16:28:03.605Z,11,season_totals,3.5
44,,SR,99,Big 12,2010,2,0,0,0,14,1,67,3,https://www.sports-reference.com/cfb/players/dejon-gomes-1.html,0,Dejon Gomes,DB,1.0,Nebraska,2026-04-01T16:28:10.425Z,55,season_totals,3.0
41,,SR,108,SEC,2022,1,1,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/demarcco-hellams-1.html,7,Demarcco Hellams,DB,1.0,Alabama,2026-04-01T16:28:31.608Z,67,season_totals,3.0
22,,SR,38,ACC,2007,0,0,0,0,10,0,3,2,https://www.sports-reference.com/cfb/players/demario-pressley-1.html,0,Demario Pressley,DL,1.5,North Carolina State,2026-04-01T16:28:45.828Z,16,season_totals,6.0
30,AA,JR,57,SEC,2021,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/demarvin-leal-1.html,2,Demarvin Leal,DL,8.5,Texas A&M,2026-04-01T16:28:52.701Z,27,season_totals,12.5
47,,SR,96,Big 12,2022,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/demarvion-overshown-1.html,5,Demarvion Overshown,DB/LB,4.0,Texas,2026-04-01T16:28:59.712Z,49,season_totals,10.0
35,AA,SR,76,SEC,2005,1,0,0,0,12,0,7,1,https://www.sports-reference.com/cfb/players/demeco-ryans-1.html,0,Demeco Ryans,LB,5.0,Alabama,2026-04-01T16:29:07.180Z,41,season_totals,11.5
20,,SR,57,SEC,2012,2,0,0,0,13,0,25,3,https://www.sports-reference.com/cfb/players/devonte-holloman-1.html,0,Devonte Holloman,DB,2.0,South Carolina,2026-04-01T16:29:13.784Z,37,season_totals,8.0
31,,SR,66,American,2017,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/deadrin-senat-1.html,0,Deadrin Senat,DT,6.0,South Florida,2026-04-01T16:29:34.729Z,35,season_totals,10.5
21,,SR,52,Big Ten,2015,0,1,0,10,13,0,18,1,https://www.sports-reference.com/cfb/players/dean-lowry-1.html,6,Dean Lowry,DL,3.0,Northwestern,2026-04-01T16:29:41.989Z,31,season_totals,13.5
2,AA,SR,11,SEC,2018,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/deandre-baker-1.html,3,Deandre Baker,CB/DB,0.0,Georgia,2026-04-01T16:29:48.796Z,9,season_totals,1.0
12,,SR,36,SEC,2023,1,0,0,0,13,0,44,1,https://www.sports-reference.com/cfb/players/deantre-prince-1.html,5,Deantre Prince,DB/CB,1.0,Ole Miss,2026-04-01T16:30:01.474Z,24,season_totals,5.0
28,,SR,49,SEC,2016,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/deatrich-wise-jr-1.html,3,Deatrich Wise Jr.,DL/DE,3.5,Arkansas,2026-04-01T16:30:08.655Z,21,season_totals,5.5
36,,SR,79,SEC,2023,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/decamerion-richardson-1.html,7,Decamerion Richardson,CB,1.0,Mississippi State,2026-04-01T16:30:15.561Z,43,season_totals,1.0
11,,SR,29,SEC,2013,2,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/dee-ford-1.html,1,Dee Ford,DL/DE,10.5,Auburn,2026-04-01T16:30:22.685Z,18,season_totals,14.5
0,,,0,SEC,2012,0,0,0,0,13,0,35,2,https://www.sports-reference.com/cfb/players/dee-milliner-1.html,0,Dee Milliner,DB,0.0,Alabama,2026-04-01T16:30:29.665Z,0,season_totals,0.0
31,,SR,79,Big 12,2022,0,1,0,0,15,1,29,1,https://www.sports-reference.com/cfb/players/dee-winters-1.html,2,Dee Winters,LB,7.5,Texas Christian,2026-04-01T16:30:42.098Z,48,season_totals,14.5
38,,SR,83,Pac-12,2015,0,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/deforest-buckner-1.html,5,Deforest Buckner,DL,10.5,Oregon,2026-04-01T16:30:49.190Z,45,season_totals,17.0
43,,SR,100,SEC,2015,1,0,0,0,12,1,26,2,https://www.sports-reference.com/cfb/players/deion-jones-1.html,3,Deion Jones,LB,5.0,LSU,2026-04-01T16:30:56.376Z,57,season_totals,13.5
31,AA,JR,79,SEC,2018,4,1,0,0,15,0,65,2,https://www.sports-reference.com/cfb/players/deionte-thompson-1.html,6,Deionte Thompson,DB,0.0,Alabama,2026-04-01T16:31:03.328Z,48,season_totals,3.5
28,,SR,65,ACC,2009,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/dekoda-watson-1.html,1,Dekoda Watson,LB,6.5,Florida State,2026-04-01T16:31:10.412Z,37,season_totals,13.0
17,,SR,52,Big 12,2021,0,0,0,0,10,0,0,3,https://www.sports-reference.com/cfb/players/delarrin-turner-yell-1.html,1,Delarrin Turner-Yell,S,0.0,Oklahoma,2026-04-01T16:31:17.868Z,35,season_totals,2.5
10,,SR,20,ACC,2010,1,0,0,0,13,0,74,2,https://www.sports-reference.com/cfb/players/demarcus-van-dyke-1.html,0,Demarcus Van Dyke,DB,0.0,Miami (FL),2026-04-01T16:31:31.329Z,10,season_totals,1.0
38,,SR,69,Sun Belt,2011,0,0,0,0,13,0,27,1,https://www.sports-reference.com/cfb/players/demario-davis-1.html,0,Demario Davis,LB,3.0,Arkansas State,2026-04-01T16:31:38.781Z,31,season_totals,10.0
4,,SR,26,Big 12,2013,0,0,0,0,11,0,63,3,https://www.sports-reference.com/cfb/players/demetri-goodson-1.html,13,Demetri Goodson,DB/CB,0.0,Baylor,2026-04-01T16:31:45.354Z,22,season_totals,0.0
1,,SR,1,Big Ten,2009,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/demetrius-mccray-1.html,0,Demetrius McCray,RB,0.0,Indiana,2026-04-01T16:32:03.555Z,0,season_totals,0.0
0,,SR,0,SEC,2012,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/dennis-johnson-1.html,0,Dennis Johnson,RB,0.0,Arkansas,2026-04-01T16:32:17.686Z,0,season_totals,0.0
11,,SR,48,Big Ten,2024,0,0,0,0,16,0,31,2,https://www.sports-reference.com/cfb/players/denzel-burke-1.html,2,Denzel Burke,CB/DB,0.0,Ohio State,2026-04-01T16:32:24.685Z,37,season_totals,3.0
31,,SR,110,ACC,2014,3,0,0,0,13,0,20,1,https://www.sports-reference.com/cfb/players/denzel-perryman-1.html,5,Denzel Perryman,LB,2.0,Miami (FL),2026-04-01T16:32:31.735Z,79,season_totals,9.5
10,,SR,35,Pac-12,2020,1,0,0,0,7,0,24,1,https://www.sports-reference.com/cfb/players/deommodore-lenoir-1.html,0,Deommodore Lenoir,CB,0.0,Oregon,2026-04-01T16:32:45.720Z,25,season_totals,0.0
17,,SR,50,ACC,2015,0,2,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/deon-bush-1.html,6,Deon Bush,DB,1.0,Miami (FL),2026-04-01T16:32:54.621Z,33,season_totals,3.0
31,,SR,93,Pac-12,2013,2,1,0,0,13,0,110,6,https://www.sports-reference.com/cfb/players/deone-bucannon-1.html,1,Deone Bucannon,DB/S,0.0,Washington State,2026-04-01T16:33:05.380Z,62,season_totals,3.5
24,,JR,37,SEC,2024,0,1,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/deone-walker-1.html,2,Deone Walker,DL,1.5,Kentucky,2026-04-01T16:33:12.329Z,13,season_totals,5.0
13,,SR,38,Big Ten,2022,0,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/deonte-banks-1.html,8,Deonte Banks,CB/DB,0.5,Maryland,2026-04-01T16:33:19.383Z,25,season_totals,0.5
31,,SR,65,Ind,2006,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/derek-landri-1.html,1,Derek Landri,DL,7.0,Notre Dame,2026-04-01T16:33:33.382Z,34,season_totals,15.5
33,,SR,70,Big East,2011,2,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/derek-wolfe-1.html,1,Derek Wolfe,DL,9.5,Cincinnati,2026-04-01T16:34:05.608Z,37,season_totals,21.5
18,,SR,60,SEC,2022,2,1,0,0,12,0,19,1,https://www.sports-reference.com/cfb/players/derick-hall-1.html,0,Derick Hall,LB/DL,7.0,Auburn,2026-04-01T16:34:12.676Z,42,season_totals,12.0
17,,SR,41,SEC,2021,0,0,0,0,15,0,14,4,https://www.sports-reference.com/cfb/players/derion-kendrick-1.html,3,Derion Kendrick,WR/CB/DB,0.0,Georgia,2026-04-01T16:34:19.623Z,24,season_totals,2.0
18,,JR,49,SEC,2007,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/derrick-harvey-1.html,5,Derrick Harvey,DL,8.5,Florida,2026-04-01T16:35:07.350Z,31,season_totals,17.0
30,,SR,87,Big 12,2015,2,1,0,0,13,1,60,2,https://www.sports-reference.com/cfb/players/derrick-kindred-1.html,3,Derrick Kindred,DB/S,0.0,Texas Christian,2026-04-01T16:35:21.393Z,57,season_totals,3.5
15,,JR,47,MWC,2005,1,0,0,0,11,1,13,3,https://www.sports-reference.com/cfb/players/derrick-martin-1.html,0,Derrick Martin,DB,1.0,Wyoming,2026-04-01T16:35:28.458Z,32,season_totals,3.5
16,,JR,55,ACC,2009,2,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/derrick-morgan-1.html,1,Derrick Morgan,DL,12.5,Georgia Tech,2026-04-01T16:35:35.394Z,39,season_totals,18.5
31,,SR,53,ACC,2017,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/derrick-nnadi-1.html,1,Derrick Nnadi,DT,3.5,Florida State,2026-04-01T16:35:42.411Z,22,season_totals,10.0
27,,SR,93,MWC,2014,0,2,0,6,14,0,21,1,https://www.sports-reference.com/cfb/players/derron-smith-1.html,7,Derron Smith,DB/S,0.0,Fresno State,2026-04-01T16:36:03.514Z,66,season_totals,2.5
35,,SO,84,ACC,2017,0,0,0,0,12,1,41,2,https://www.sports-reference.com/cfb/players/derwin-james-1.html,11,Derwin James,DB,1.0,Florida State,2026-04-01T16:36:10.550Z,49,season_totals,5.5
13,AA,JR,63,Big 12,2017,3,1,0,0,12,2,127,6,https://www.sports-reference.com/cfb/players/deshon-elliott-1.html,9,DeShon Elliott,S/DB,1.5,Texas,2026-04-01T16:36:17.734Z,50,season_totals,8.5
61,,SR,126,Pac-10,2006,2,0,0,0,13,0,79,3,https://www.sports-reference.com/cfb/players/desmond-bishop-1.html,0,Desmond Bishop,LB,3.0,California,2026-04-01T16:36:24.617Z,65,season_totals,15.0
16,,SR,58,Big Ten,2016,1,1,0,0,13,1,41,3,https://www.sports-reference.com/cfb/players/desmond-king-1.html,7,Desmond King,DB,0.0,Iowa,2026-04-01T16:36:31.493Z,42,season_totals,3.5
9,,SR,36,Pac-12,2012,1,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/desmond-trufant-1.html,0,Desmond Trufant,DB,1.0,Washington,2026-04-01T16:36:38.592Z,27,season_totals,4.5
15,,SO,43,Big 12,2015,1,1,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/devante-bond-1.html,2,Devante Bond,LB,3.0,Oklahoma,2026-04-01T16:36:45.700Z,28,season_totals,7.0
45,AA,JR,110,Pac-12,2021,0,1,0,0,14,2,36,4,https://www.sports-reference.com/cfb/players/devin-lloyd-1.html,6,Devin Lloyd,LB,8.0,Utah,2026-04-01T16:36:59.777Z,65,season_totals,22.0
31,,SR,80,Big East,2009,1,0,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/devin-mccourty-1.html,0,Devin McCourty,DB,0.0,Rutgers,2026-04-01T16:37:06.666Z,49,season_totals,7.5
18,,SR,45,SEC,2012,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/devin-taylor-1.html,6,Devin Taylor,DL,3.0,South Carolina,2026-04-01T16:37:13.868Z,27,season_totals,8.5
61,AA,JR,123,SEC,2018,3,2,0,29,13,0,0,0,https://www.sports-reference.com/cfb/players/devin-white-1.html,6,Devin White,LB,3.0,LSU,2026-04-01T16:37:20.813Z,62,season_totals,12.0
25,,SR,60,Pac-12,2013,1,1,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/devon-kennard-1.html,4,Devon Kennard,DL/LB/DE,8.5,USC,2026-04-01T16:37:31.348Z,35,season_totals,13.0
26,AA,SR,55,Big Ten,2011,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/devon-still-1.html,1,Devon Still,DL,4.5,Penn State,2026-04-01T16:37:33.470Z,29,season_totals,17.0
9,AA,JR,41,Big Ten,2022,0,0,0,0,12,0,97,3,https://www.sports-reference.com/cfb/players/devon-witherspoon-1.html,14,Devon Witherspoon,DB,0.0,Illinois,2026-04-01T16:37:40.090Z,32,season_totals,2.5
21,,SR,39,SEC,2021,2,1,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/devonte-wyatt-1.html,1,Devonte Wyatt,DL,2.5,Georgia,2026-04-01T16:37:47.063Z,18,season_totals,6.0
20,,JR,37,ACC,2018,0,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/dexter-lawrence-1.html,3,Dexter Lawrence,DT,1.5,Clemson,2026-04-01T16:38:01.101Z,17,season_totals,7.5
1,,SR,14,ACC,2013,0,0,0,0,3,1,49,3,https://www.sports-reference.com/cfb/players/dexter-mcdougle-1.html,2,Dexter McDougle,DB,0.0,Maryland,2026-04-01T16:38:08.209Z,13,season_totals,0.0
14,,SR,40,Big Ten,2013,1,1,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/dezmen-southward-1.html,5,Dezmen Southward,DB,0.0,Wisconsin,2026-04-01T16:38:29.311Z,26,season_totals,3.5
18,,SR,44,Pac-12,2012,3,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/dion-jordan-1.html,1,Dion Jordan,WR/DL,5.0,Oregon,2026-04-01T16:38:36.208Z,26,season_totals,10.5
23,,SR,55,ACC,2020,1,0,0,0,9,0,5,4,https://www.sports-reference.com/cfb/players/divine-deablo-1.html,4,Divine Deablo,WR/DB,0.0,Virginia Tech,2026-04-01T16:38:43.205Z,32,season_totals,2.0
20,,SR,53,Big Ten,2005,1,1,1,74,11,0,0,0,https://www.sports-reference.com/cfb/players/domata-peko-1.html,1,Domata Peko,DL,1.0,Michigan State,2026-04-01T16:38:50.419Z,33,season_totals,2.5
29,,SR,100,Big Ten,2007,1,2,1,53,12,0,0,0,https://www.sports-reference.com/cfb/players/dominique-barber-1.html,8,Dominique Barber,DB,1.0,Minnesota,2026-04-01T16:38:57.490Z,71,season_totals,5.5
1,,SR,5,SEC,2013,0,0,0,0,3,0,0,0,https://www.sports-reference.com/cfb/players/dominique-easley-1.html,0,Dominique Easley,DL,0.0,Florida,2026-04-01T16:39:04.274Z,4,season_totals,2.0
14,,JR,47,Big 12,2009,1,0,0,0,13,1,97,2,https://www.sports-reference.com/cfb/players/dominique-franks-1.html,0,Dominique Franks,DB,0.0,Oklahoma,2026-04-01T16:39:11.415Z,33,season_totals,1.5
15,,SR,29,MAC,2021,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/dominique-robinson-1.html,0,Dominique Robinson,WR/DL,4.5,Miami (OH),2026-04-01T16:39:18.352Z,14,season_totals,7.5
22,,SR,94,Pac-10,2009,3,0,0,0,12,0,15,2,https://www.sports-reference.com/cfb/players/donald-butler-1.html,0,Donald Butler,LB,1.0,Washington,2026-04-01T16:39:44.982Z,72,season_totals,15.5
4,,JR,22,Big Ten,2008,0,0,0,0,11,0,34,1,https://www.sports-reference.com/cfb/players/donald-washington-1.html,0,Donald Washington,DB,0.0,Ohio State,2026-04-01T16:39:58.975Z,18,season_totals,0.0
43,AA,SR,80,ACC,2024,3,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/donovan-ezeiruaku-1.html,1,Donovan Ezeiruaku,DE,16.5,Boston College,2026-04-01T16:40:13.175Z,37,season_totals,20.5
0,,SR,0,MAC,2017,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/donovan-wilson-1.html,0,Donovan Wilson,RB,0.0,Bowling Green,2026-04-01T16:42:56.845Z,0,season_totals,0.0
45,AA,JR,85,SEC,2011,1,0,0,0,13,0,29,1,https://www.sports-reference.com/cfb/players/donta-hightower-1.html,3,Dont'a Hightower,LB,4.0,Alabama,2026-04-01T16:43:04.118Z,40,season_totals,11.0
31,,SR,81,ACC,2013,0,0,0,0,12,0,21,3,https://www.sports-reference.com/cfb/players/dontae-johnson-1.html,2,Dontae Johnson,DB/CB,0.0,North Carolina State,2026-04-01T16:43:10.975Z,50,season_totals,0.0
15,,JR,33,CUSA,2011,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/dontari-poe-1.html,3,Dontari Poe,DL,1.0,Memphis,2026-04-01T16:43:17.998Z,18,season_totals,8.0
23,,SR,36,SEC,2018,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/dontavius-russell-1.html,0,Dontavius Russell,DL,1.5,Auburn,2026-04-01T16:43:32.141Z,13,season_totals,6.0
21,,SR,64,WAC,2010,2,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/dontay-moch-1.html,2,Dontay Moch,DB/LB/DL,8.5,Nevada,2026-04-01T16:43:39.290Z,43,season_totals,22.0
17,,JR,49,SEC,2017,0,0,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/donte-jackson-1.html,10,Donte Jackson,DB,1.0,LSU,2026-04-01T16:43:46.212Z,32,season_totals,3.5
17,,JR,73,Big Ten,2005,1,0,0,0,12,1,26,2,https://www.sports-reference.com/cfb/players/donte-whitner-1.html,0,Donte Whitner,DB,4.0,Ohio State,2026-04-01T16:44:00.257Z,56,season_totals,9.0
37,,SR,88,ACC,2017,0,2,0,0,14,2,66,2,https://www.sports-reference.com/cfb/players/dorian-odaniel-1.html,5,Dorian O'Daniel,LB,5.0,Clemson,2026-04-01T16:44:12.615Z,51,season_totals,11.5
12,,SR,32,ACC,2024,1,1,0,12,12,0,-7,2,https://www.sports-reference.com/cfb/players/dorian-strong-1.html,6,Dorian Strong,DB/CB,0.0,Virginia Tech,2026-04-01T16:44:19.671Z,20,season_totals,0.0
35,,SR,95,Big East,2010,1,0,0,0,13,0,58,2,https://www.sports-reference.com/cfb/players/doug-hogue-1.html,0,Doug Hogue,RB/LB,3.0,Syracuse,2026-04-01T16:44:39.354Z,60,season_totals,10.5
22,,SR,42,Big Ten,2009,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/doug-worthington-1.html,2,Doug Worthington,DL,2.0,Ohio State,2026-04-01T16:44:46.359Z,20,season_totals,5.0
26,,SR,56,SEC,2010,3,0,0,0,13,0,3,1,https://www.sports-reference.com/cfb/players/drake-nevis-1.html,0,Drake Nevis,DL,6.0,LSU,2026-04-01T16:44:53.425Z,30,season_totals,13.0
42,,SR,80,SEC,2018,1,1,0,24,9,0,5,2,https://www.sports-reference.com/cfb/players/dre-greenlaw-1.html,0,Dre Greenlaw,LB,2.0,Arkansas,2026-04-01T16:45:06.071Z,38,season_totals,6.5
