assisted_tackles,awards,class,combined_tackles,conference,final_season_year,forced_fumbles,fumble_recoveries,fumble_recovery_tds,fumble_recovery_yards,games,interception_tds,interception_yards,interceptions,page_url,passes_defended,player,pos,sacks,school,scraped_at,solo_tackles,source_type,tfl
6,,JR,30,SEC,2011,2,0,1,0,13,0,0,0,https://www.sports-reference.com/cfb/players/dre-kirkpatrick-1.html,9,Dre Kirkpatrick,DB,0.0,Alabama,2026-04-01T16:45:13.531Z,24,season_totals,4.0
36,,SR,62,ACC,2007,2,0,0,0,13,0,12,1,https://www.sports-reference.com/cfb/players/dre-moore-1.html,0,Dre Moore,DL,6.0,Maryland,2026-04-01T16:45:20.263Z,26,season_totals,8.5
17,,JR,43,Big Ten,2018,1,3,1,0,14,1,28,1,https://www.sports-reference.com/cfb/players/dremont-jones-1.html,2,Dre'Mont Jones,DL/DT,8.5,Ohio State,2026-04-01T16:45:27.375Z,26,season_totals,13.0
63,,JR,103,SEC,2022,3,1,0,0,12,0,13,1,https://www.sports-reference.com/cfb/players/drew-sanders-1.html,5,Drew Sanders,LB,9.5,Arkansas,2026-04-01T16:45:34.307Z,40,season_totals,13.5
23,,SR,86,Ind,2018,0,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/drue-tranquill-1.html,4,Drue Tranquill,S/LB,3.5,Notre Dame,2026-04-01T16:45:41.476Z,63,season_totals,9.0
11,,SR,34,SEC,2017,0,0,0,0,11,1,54,4,https://www.sports-reference.com/cfb/players/duke-dawson-1.html,9,Duke Dawson,DB,0.0,Florida,2026-04-01T16:45:48.386Z,23,season_totals,2.0
17,,SR,43,ACC,2017,2,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/duke-ejiofor-1.html,1,Duke Ejiofor,DE/DL,6.5,Wake Forest,2026-04-01T16:45:55.360Z,26,season_totals,16.5
53,,SR,93,SEC,2016,0,1,0,0,12,0,3,1,https://www.sports-reference.com/cfb/players/duke-riley-1.html,1,Duke Riley,LB,1.5,LSU,2026-04-01T16:46:02.346Z,40,season_totals,9.0
38,,SR,106,MWC,2012,3,0,0,0,13,0,27,1,https://www.sports-reference.com/cfb/players/duke-williams-1.html,0,Duke Williams,DB,0.0,Nevada,2026-04-01T16:46:09.322Z,68,season_totals,5.5
22,,SR,39,Big 12,2005,0,0,0,0,12,0,6,1,https://www.sports-reference.com/cfb/players/dusty-dvoracek-1.html,0,Dusty Dvoracek,LB,4.0,Oklahoma,2026-04-01T16:46:30.464Z,17,season_totals,13.5
17,,SR,53,Big East,2012,1,0,0,0,12,1,37,3,https://www.sports-reference.com/cfb/players/dwayne-gratz-1.html,0,Dwayne Gratz,DB,0.0,Connecticut,2026-04-01T16:46:43.013Z,36,season_totals,3.5
14,,SR,44,WAC,2007,0,0,0,0,12,1,36,4,https://www.sports-reference.com/cfb/players/dwight-lowery-1.html,0,Dwight Lowery,DB,0.0,San Jose State,2026-04-01T16:46:57.122Z,30,season_totals,0.0
20,,SR,52,Big 12,2022,1,0,0,0,15,0,0,0,https://www.sports-reference.com/cfb/players/dylan-horton-1.html,4,Dylan Horton,LB/DE/DL,10.5,Texas Christian,2026-04-01T16:47:16.805Z,32,season_totals,15.0
18,,SR,75,SEC,2013,0,1,0,0,12,0,17,5,https://www.sports-reference.com/cfb/players/ej-gaines-1.html,3,E.J. Gaines,DB,0.0,Missouri,2026-04-01T16:47:23.724Z,57,season_totals,4.0
9,,SR,49,ACC,2009,5,1,0,12,13,0,0,0,https://www.sports-reference.com/cfb/players/ej-wilson-1.html,1,E.J. Wilson,DL,4.0,North Carolina,2026-04-01T16:47:37.767Z,40,season_totals,12.0
14,,SR,48,Pac-10,2009,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/earl-mitchell-1.html,1,Earl Mitchell,RB/DL,6.5,Arizona,2026-04-01T16:47:45.063Z,34,season_totals,12.5
19,AA,SO,65,Big 12,2009,1,0,0,0,14,2,149,8,https://www.sports-reference.com/cfb/players/earl-thomas-1.html,0,Earl Thomas,DB,0.0,Texas,2026-04-01T16:47:51.889Z,46,season_totals,4.5
44,,SR,119,ACC,2012,1,0,0,0,13,0,35,2,https://www.sports-reference.com/cfb/players/earl-wolff-1.html,0,Earl Wolff,DB,0.0,North Carolina State,2026-04-01T16:47:58.909Z,75,season_totals,4.0
30,,SR,82,Pac-12,2013,0,0,0,0,14,0,0,1,https://www.sports-reference.com/cfb/players/ed-reynolds-1.html,4,Ed Reynolds,DB/S,0.0,Stanford,2026-04-01T16:48:19.967Z,52,season_totals,1.0
22,,,41,SEC,2013,0,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/ed-stinson-1.html,1,Ed Stinson,LB/DL,1.5,Alabama,2026-04-01T16:48:27.001Z,19,season_totals,2.0
16,,JR,35,ACC,2014,1,1,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/eddie-goldman-1.html,1,Eddie Goldman,DL/DT,4.0,Florida State,2026-04-01T16:48:39.710Z,19,season_totals,8.0
14,,JR,29,Pac-12,2016,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/eddie-vanderdoes-1.html,0,Eddie Vanderdoes,DE/DL,1.5,UCLA,2026-04-01T16:49:00.728Z,15,season_totals,1.5
32,,SR,94,Pac-12,2023,1,0,0,0,15,1,45,1,https://www.sports-reference.com/cfb/players/edefuan-ulofoshio-1.html,3,Edefuan Ulofoshio,LB,3.0,Washington,2026-04-01T16:49:07.726Z,62,season_totals,8.0
45,AA,JR,84,SEC,2023,2,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/edgerrin-cooper-1.html,2,Edgerrin Cooper,LB,8.0,Texas A&M,2026-04-01T16:49:14.762Z,39,season_totals,17.0
40,,JR,58,SEC,2013,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/ego-ferguson-1.html,3,Ego Ferguson,DL/DT,1.0,LSU,2026-04-01T16:49:27.272Z,18,season_totals,3.5
10,,SO,33,Big Ten,2015,0,1,0,1,13,0,8,1,https://www.sports-reference.com/cfb/players/eli-apple-1.html,8,Eli Apple,CB,0.0,Ohio State,2026-04-01T16:49:39.953Z,23,season_totals,2.0
25,,JR,54,ACC,2014,1,2,1,22,12,0,0,1,https://www.sports-reference.com/cfb/players/eli-harold-1.html,2,Eli Harold,DL/DE,7.0,Virginia,2026-04-01T16:49:47.309Z,29,season_totals,14.5
15,,JR,31,MAC,2012,2,0,0,0,13,0,16,1,https://www.sports-reference.com/cfb/players/elijah-jones-1.html,0,Elijah Jones,DL,1.5,Toledo,2026-04-01T16:49:54.292Z,16,season_totals,7.5
5,,SR,26,Pac-12,2020,0,0,0,0,4,0,24,1,https://www.sports-reference.com/cfb/players/elijah-molden-1.html,1,Elijah Molden,DB,0.0,Washington,2026-04-01T16:50:01.180Z,21,season_totals,1.0
20,,JR,38,Pac-12,2016,0,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/elijah-qualls-1.html,0,Elijah Qualls,DL,3.0,Washington,2026-04-01T16:50:08.138Z,18,season_totals,5.0
18,,SR,35,ACC,2024,2,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/elijah-roberts-1.html,1,Elijah Roberts,DL,7.5,SMU,2026-04-01T16:50:15.190Z,17,season_totals,11.0
27,"H-10,Nagurski,AA",SR,63,Big East,2005,10,0,0,0,12,0,9,1,https://www.sports-reference.com/cfb/players/elvis-dumervil-1.html,0,Elvis Dumervil,DL,20.0,Louisville,2026-04-01T16:50:36.296Z,36,season_totals,22.0
30,,SR,69,American,2018,2,4,1,11,13,0,0,2,https://www.sports-reference.com/cfb/players/emeke-egbule-1.html,5,Emeke Egbule,LB,2.0,Houston,2026-04-01T16:50:43.343Z,39,season_totals,5.5
55,,SR,110,Big 12,2011,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/emmanuel-acho-1.html,6,Emmanuel Acho,LB,3.0,Texas,2026-04-01T16:50:50.354Z,55,season_totals,14.5
20,AA,JR,46,SEC,2022,0,0,0,0,12,3,174,6,https://www.sports-reference.com/cfb/players/emmanuel-forbes-1.html,10,Emmanuel Forbes,CB,0.0,Mississippi State,2026-04-01T16:50:57.505Z,26,season_totals,1.0
20,,JR,64,Big 12,2015,3,2,1,0,13,0,0,0,https://www.sports-reference.com/cfb/players/emmanuel-ogbah-1.html,4,Emmanuel Ogbah,DE,13.0,Oklahoma State,2026-04-01T16:51:04.461Z,44,season_totals,17.5
11,,SR,35,SEC,2023,1,0,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/ennis-rakestraw-jr-1.html,4,Ennis Rakestraw Jr.,DB,0.0,Missouri,2026-04-01T16:51:11.396Z,24,season_totals,1.5
31,AA,JR,87,SEC,2009,1,0,0,0,13,0,7,2,https://www.sports-reference.com/cfb/players/eric-berry-1.html,0,Eric Berry,DB,0.0,Tennessee,2026-04-01T16:51:25.451Z,56,season_totals,7.0
45,,SR,100,Pac-10,2006,2,0,0,0,12,1,50,5,https://www.sports-reference.com/cfb/players/eric-frampton-1.html,0,Eric Frampton,DB,1.0,Washington State,2026-04-01T16:51:38.153Z,55,season_totals,4.0
8,,SR,49,Big 12,2010,1,0,0,0,14,0,37,5,https://www.sports-reference.com/cfb/players/eric-hagg-1.html,0,Eric Hagg,DB,1.0,Nebraska,2026-04-01T16:51:52.241Z,41,season_totals,3.0
48,,SR,149,Pac-12,2014,1,1,0,0,13,1,58,3,https://www.sports-reference.com/cfb/players/eric-kendricks-1.html,2,Eric Kendricks,LB,4.0,UCLA,2026-04-01T16:52:06.302Z,101,season_totals,11.5
19,,SR,66,Big Ten,2015,3,1,0,0,13,0,5,1,https://www.sports-reference.com/cfb/players/eric-murray-1.html,7,Eric Murray,DB,1.0,Minnesota,2026-04-01T16:52:27.299Z,47,season_totals,4.0
23,,SR,81,SEC,2009,1,0,0,0,13,1,36,2,https://www.sports-reference.com/cfb/players/eric-norwood-1.html,0,Eric Norwood,DL,7.0,South Carolina,2026-04-01T16:52:34.282Z,58,season_totals,11.5
49,,JR,91,SEC,2012,0,0,0,0,13,0,29,2,https://www.sports-reference.com/cfb/players/eric-reid-1.html,0,Eric Reid,DB,0.0,LSU,2026-04-01T16:52:41.245Z,42,season_totals,1.0
17,,SR,59,Pac-12,2014,0,1,0,6,12,1,11,1,https://www.sports-reference.com/cfb/players/eric-rowe-1.html,13,Eric Rowe,DB,0.0,Utah,2026-04-01T16:52:48.325Z,42,season_totals,3.0
2,,JR,5,SEC,2010,0,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/eric-smith-1.html,0,Eric Smith,RB,0.0,Auburn,2026-04-01T16:52:55.349Z,3,season_totals,0.0
24,AA,SR,65,MWC,2006,0,0,1,35,13,2,80,7,https://www.sports-reference.com/cfb/players/eric-weddle-1.html,0,Eric Weddle,DB,1.0,Utah,2026-04-01T16:53:09.497Z,41,season_totals,2.5
12,,JR,29,MWC,2006,1,0,0,0,9,0,32,1,https://www.sports-reference.com/cfb/players/eric-wright-1.html,0,Eric Wright,DB,0.0,Nevada-Las Vegas,2026-04-01T16:53:23.553Z,17,season_totals,0.5
5,,SR,13,Pac-10,2009,1,0,0,0,5,0,0,0,https://www.sports-reference.com/cfb/players/erik-lorig-1.html,1,Erik Lorig,TE/DL,1.0,Stanford,2026-04-01T16:53:37.709Z,8,season_totals,3.5
51,,SR,91,ACC,2007,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/ernest-jones-1.html,3,Ernest Jones,LB,1.0,North Carolina State,2026-04-01T16:53:46.022Z,40,season_totals,6.0
50,,JR,72,ACC,2005,0,0,0,0,13,0,3,2,https://www.sports-reference.com/cfb/players/ernie-sims-1.html,0,Ernie Sims,LB,2.5,Florida State,2026-04-01T16:53:51.616Z,22,season_totals,10.0
6,,SR,30,Big Ten,2021,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/esezi-otomewo-1.html,0,Esezi Otomewo,DL,3.0,Minnesota,2026-04-01T16:53:58.731Z,24,season_totals,4.5
5,,SR,10,Ind,2007,0,0,0,0,8,0,0,0,https://www.sports-reference.com/cfb/players/evan-williams-1.html,0,Evan Williams,DL,1.0,Army,2026-04-01T16:54:19.710Z,5,season_totals,1.5
6,,JR,36,ACC,2008,4,1,0,5,13,0,0,0,https://www.sports-reference.com/cfb/players/everette-brown-1.html,2,Everette Brown,DL,13.5,Florida State,2026-04-01T16:54:26.848Z,30,season_totals,21.5
23,,JR,45,Pac-10,2009,1,1,0,9,12,0,0,0,https://www.sports-reference.com/cfb/players/everson-griffen-1.html,1,Everson Griffen,DL,8.0,USC,2026-04-01T16:54:33.739Z,22,season_totals,9.5
7,,SR,31,Pac-12,2016,1,0,0,0,12,0,32,2,https://www.sports-reference.com/cfb/players/fabian-moreau-1.html,10,Fabian Moreau,DB/CB,0.0,UCLA,2026-04-01T16:54:46.435Z,24,season_totals,1.0
15,,JR,46,Big 12,2022,2,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/felix-anudike-uzomah-1.html,1,Felix Anudike-Uzomah,DE,8.5,Kansas State,2026-04-01T16:55:00.399Z,31,season_totals,11.0
14,,SR,30,Pac-10,2008,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/fili-moala-1.html,1,Fili Moala,DL,4.5,USC,2026-04-01T16:55:07.443Z,16,season_totals,10.0
30,,JR,56,SEC,2011,1,1,0,52,12,0,0,0,https://www.sports-reference.com/cfb/players/fletcher-cox-1.html,0,Fletcher Cox,DL,5.0,Mississippi State,2026-04-01T16:55:14.530Z,26,season_totals,14.5
19,,SR,54,Big 12,2011,3,0,0,0,13,0,27,1,https://www.sports-reference.com/cfb/players/frank-alexander-1.html,0,Frank Alexander,DL,8.5,Oklahoma,2026-04-01T16:55:21.662Z,35,season_totals,19.0
13,,SR,42,Big Ten,2014,0,1,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/frank-clark-1.html,2,Frank Clark,LB/DE,4.5,Michigan,2026-04-01T16:55:28.528Z,29,season_totals,13.5
19,,SR,36,Big 12,2007,1,1,0,7,13,0,0,0,https://www.sports-reference.com/cfb/players/frank-okam-1.html,4,Frank Okam,DL,5.0,Texas,2026-04-01T16:55:35.565Z,17,season_totals,8.0
11,,SR,37,SEC,2006,0,0,0,0,13,0,28,2,https://www.sports-reference.com/cfb/players/fred-bennett-1.html,0,Fred Bennett,DB,0.0,South Carolina,2026-04-01T16:55:42.646Z,26,season_totals,1.0
39,,SR,87,Ind,2017,1,1,0,0,13,0,26,1,https://www.sports-reference.com/cfb/players/fred-warner-1.html,5,Fred Warner,LB,1.0,BYU,2026-04-01T16:55:56.658Z,48,season_totals,9.0
45,,SR,113,MWC,2005,0,0,0,0,11,0,15,1,https://www.sports-reference.com/cfb/players/freddy-keiaho-1.html,0,Freddy Keiaho,RB/LB,1.0,San Diego State,2026-04-01T16:56:03.736Z,68,season_totals,11.5
21,,SR,58,Pac-10,2005,2,0,0,0,13,0,2,1,https://www.sports-reference.com/cfb/players/frostee-rucker-1.html,0,Frostee Rucker,DL,6.5,USC,2026-04-01T16:56:10.655Z,37,season_totals,13.0
14,,SR,24,SEC,2014,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/gabe-wright-1.html,0,Gabe Wright,DL,1.0,Auburn,2026-04-01T16:56:23.271Z,10,season_totals,4.5
18,AA,SR,51,ACC,2006,2,3,1,85,13,0,0,0,https://www.sports-reference.com/cfb/players/gaines-adams-1.html,6,Gaines Adams,DL,12.5,Clemson,2026-04-01T16:56:30.357Z,33,season_totals,16.5
5,,JR,26,Big Ten,2016,0,0,0,0,13,0,0,4,https://www.sports-reference.com/cfb/players/gareon-conley-1.html,8,Gareon Conley,CB,0.0,Ohio State,2026-04-01T16:56:37.335Z,21,season_totals,0.0
40,,SR,90,Big 12,2020,3,0,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/garret-wallow-1.html,1,Garret Wallow,S/LB,3.0,Texas Christian,2026-04-01T16:56:44.515Z,50,season_totals,9.0
0,,JR,0,ACC,2018,0,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/garrett-williams-1.html,0,Garrett Williams,TE,0.0,Clemson,2026-04-01T16:56:51.434Z,0,season_totals,0.0
28,,SR,80,American,2017,2,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/genard-avery-1.html,2,Genard Avery,LB,8.5,Memphis,2026-04-01T16:57:05.557Z,52,season_totals,22.0
12,,SR,39,Big 12,2014,2,1,0,0,10,1,38,1,https://www.sports-reference.com/cfb/players/geneo-grissom-1.html,4,Geneo Grissom,DL/TE/DE,3.5,Oklahoma,2026-04-01T16:57:12.479Z,27,season_totals,6.5
14,,SR,36,SEC,2009,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/geno-atkins-1.html,0,Geno Atkins,DL,3.0,Georgia,2026-04-01T16:57:19.424Z,22,season_totals,10.5
29,,JR,80,ACC,2007,2,0,0,0,13,1,38,1,https://www.sports-reference.com/cfb/players/geno-hayes-1.html,0,Geno Hayes,LB,5.0,Florida State,2026-04-01T16:57:26.462Z,51,season_totals,17.5
24,,JR,70,Big Ten,2019,3,1,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/geno-stone-1.html,4,Geno Stone,DB,1.0,Iowa,2026-04-01T16:57:33.514Z,46,season_totals,3.0
16,,SR,58,MWC,2011,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/george-iloka-1.html,1,George Iloka,DB,0.0,Boise State,2026-04-01T16:57:40.584Z,42,season_totals,3.0
10,,JR,41,Big Ten,2021,3,2,1,0,12,0,0,0,https://www.sports-reference.com/cfb/players/george-karlaftis-1.html,2,George Karlaftis,DE,5.0,Purdue,2026-04-01T16:57:47.561Z,31,season_totals,11.5
22,,SR,41,Big East,2009,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/george-selvie-1.html,2,George Selvie,DL,3.0,South Florida,2026-04-01T16:57:54.745Z,19,season_totals,9.0
11,,SR,38,WAC,2006,1,0,0,0,13,0,25,2,https://www.sports-reference.com/cfb/players/gerald-alexander-1.html,0,Gerald Alexander,DB,0.0,Boise State,2026-04-01T16:58:01.581Z,27,season_totals,1.0
64,,SR,109,Big Ten,2012,1,0,0,0,12,0,0,2,https://www.sports-reference.com/cfb/players/gerald-hodges-1.html,0,Gerald Hodges,DB,1.0,Penn State,2026-04-01T16:58:15.639Z,45,season_totals,8.5
9,AA,JR,34,Big 12,2009,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/gerald-mccoy-1.html,2,Gerald McCoy,DL,6.0,Oklahoma,2026-04-01T16:58:22.664Z,25,season_totals,15.5
59,,JR,137,CUSA,2008,2,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/gerald-mcrath-1.html,2,Gerald McRath,LB,1.5,Southern Mississippi,2026-04-01T16:58:29.780Z,78,season_totals,9.5
49,,SR,104,ACC,2018,2,1,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/germaine-pratt-1.html,3,Germaine Pratt,S/LB,6.0,North Carolina State,2026-04-01T16:58:49.120Z,55,season_totals,10.5
41,,SR,85,ACC,2005,0,0,0,0,12,0,40,2,https://www.sports-reference.com/cfb/players/gerris-wilkinson-1.html,0,Gerris Wilkinson,LB,4.0,Georgia Tech,2026-04-01T16:59:06.750Z,44,season_totals,9.0
20,,SR,74,American,2022,2,1,0,0,12,0,24,1,https://www.sports-reference.com/cfb/players/gervarrius-owens-1.html,8,Gervarrius Owens,S/DB,0.0,Houston,2026-04-01T16:59:08.291Z,54,season_totals,1.0
32,,JR,55,SEC,2022,0,0,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/gervon-dexter-1.html,1,Gervon Dexter,DL,2.0,Florida,2026-04-01T16:59:15.343Z,23,season_totals,4.0
35,"H-9,Nagurski,AA",SR,69,SEC,2007,1,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/glenn-dorsey-1.html,3,Glenn Dorsey,DL,7.0,LSU,2026-04-01T16:59:36.541Z,34,season_totals,12.5
20,,SR,53,MWC,2008,0,0,0,0,12,0,95,5,https://www.sports-reference.com/cfb/players/glover-quin-1.html,0,Glover Quin,DB,0.0,New Mexico,2026-04-01T16:59:50.541Z,33,season_totals,4.5
19,,SR,45,ACC,2014,2,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/grady-jarrett-1.html,0,Grady Jarrett,DL/DT,1.5,Clemson,2026-04-01T17:00:00.878Z,26,season_totals,10.0
27,AA,JR,65,SEC,2019,1,1,0,0,14,0,0,2,https://www.sports-reference.com/cfb/players/grant-delpit-1.html,7,Grant Delpit,S,2.0,LSU,2026-04-01T17:00:04.533Z,38,season_totals,4.5
10,AA,SO,33,SEC,2018,0,0,0,0,12,0,20,2,https://www.sports-reference.com/cfb/players/greedy-williams-1.html,9,Greedy Williams,CB,0.0,LSU,2026-04-01T17:00:11.542Z,23,season_totals,0.0
26,AA,SR,96,SEC,2005,1,0,0,0,13,0,0,2,https://www.sports-reference.com/cfb/players/greg-blue-1.html,0,Greg Blue,DB,0.0,Georgia,2026-04-01T17:00:18.631Z,70,season_totals,3.5
20,,SR,35,Sun Belt,2009,0,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/greg-hardy-1.html,0,Greg Hardy,LB,0.0,Arkansas State,2026-04-01T17:00:39.693Z,15,season_totals,0.0
6,,SR,20,ACC,2017,0,0,0,0,13,1,47,4,https://www.sports-reference.com/cfb/players/greg-stroman-1.html,11,Greg Stroman,CB/WR/DB,0.0,Virginia Tech,2026-04-01T17:00:59.492Z,14,season_totals,0.0
61,,SR,147,Big East,2006,1,0,0,0,12,0,4,2,https://www.sports-reference.com/cfb/players/hb-blades-1.html,0,H.B. Blades,LB,1.0,Pitt,2026-04-01T17:01:13.328Z,86,season_totals,10.5
20,AA,JR,50,SEC,2013,0,0,0,0,11,0,24,2,https://www.sports-reference.com/cfb/players/ha-ha-clinton-dix-1.html,4,Ha Ha Clinton-Dix,DB,0.0,Alabama,2026-04-01T17:01:20.434Z,30,season_totals,3.5
22,,SR,65,American,2016,3,1,0,0,14,0,5,1,https://www.sports-reference.com/cfb/players/haason-reddick-1.html,3,Haason Reddick,LB/DL,10.5,Temple,2026-04-01T17:01:27.362Z,43,season_totals,22.5
29,AA,JR,61,Pac-10,2005,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/haloti-ngata-1.html,0,Haloti Ngata,DL,3.0,Oregon,2026-04-01T17:01:41.561Z,32,season_totals,9.0
8,,SR,13,ACC,2020,0,0,0,0,2,0,25,1,https://www.sports-reference.com/cfb/players/hamsah-nasirildeen-1.html,1,Hamsah Nasirildeen,DB,0.0,Florida State,2026-04-01T17:01:48.398Z,5,season_totals,1.5
15,,SR,38,ACC,2017,0,0,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/harold-landry-1.html,2,Harold Landry,DL/DE,5.0,Boston College,2026-04-01T17:02:21.992Z,23,season_totals,8.5
66,,SR,103,Pac-12,2017,2,2,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/harrison-phillips-1.html,0,Harrison Phillips,DE/DT,7.5,Stanford,2026-04-01T17:02:34.544Z,37,season_totals,17.0
22,,SR,72,Pac-10,2005,0,0,0,0,12,0,39,2,https://www.sports-reference.com/cfb/players/harrison-smith-1.html,0,Harrison Smith,DB,1.0,California,2026-04-01T17:02:41.663Z,50,season_totals,3.0
12,,JR,36,Big 12,2015,0,2,1,26,11,0,0,0,https://www.sports-reference.com/cfb/players/hassan-ridgeway-1.html,0,Hassan Ridgeway,DT,3.5,Texas,2026-04-01T17:02:48.679Z,24,season_totals,6.5
42,,SR,95,Pac-12,2014,0,1,0,1,13,0,19,1,https://www.sports-reference.com/cfb/players/hayes-pullard-1.html,8,Hayes Pullard,LB,0.0,USC,2026-04-01T17:03:01.790Z,53,season_totals,5.5
26,,,66,Pac-12,2014,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/henry-anderson-1.html,2,Henry Anderson,DL/DE,8.5,Stanford,2026-04-01T17:03:08.751Z,40,season_totals,15.0
49,,SR,94,SEC,2022,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/henry-tootoo-1.html,0,Henry To'oto'o,LB,2.5,Alabama,2026-04-01T17:03:15.865Z,45,season_totals,8.0
26,,,47,CUSA,2013,0,0,0,0,12,0,22,2,https://www.sports-reference.com/cfb/players/ik-enemkpali-1.html,1,Ik Enemkpali,DL,5.5,Louisiana Tech,2026-04-01T17:03:22.815Z,21,season_totals,11.0
15,,SR,54,Big Ten,2014,4,1,0,0,8,0,79,3,https://www.sports-reference.com/cfb/players/ibraheim-campbell-1.html,3,Ibraheim Campbell,DB/S,0.0,Northwestern,2026-04-01T17:03:36.749Z,39,season_totals,1.0
6,,JR,22,Big Ten,2016,2,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/ifeadi-odenigbo-1.html,0,Ifeadi Odenigbo,DL/QB,10.0,Northwestern,2026-04-01T17:03:50.827Z,16,season_totals,12.0
13,,JR,55,ACC,2020,0,0,0,0,11,0,0,1,https://www.sports-reference.com/cfb/players/ifeatu-melifonwu-1.html,9,Ifeatu Melifonwu,DB,1.0,Syracuse,2026-04-01T17:03:57.837Z,42,season_totals,3.0
18,,SR,39,WAC,2006,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/ikaika-alama-francis-1.html,2,Ikaika Alama-Francis,DL,4.0,Hawaii,2026-04-01T17:04:11.367Z,21,season_totals,10.0
27,,SR,56,Ind,2016,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/isaac-rochell-1.html,1,Isaac Rochell,DL,1.0,Notre Dame,2026-04-01T17:04:18.251Z,29,season_totals,7.0
17,,SR,53,ACC,2017,0,0,0,0,13,0,30,2,https://www.sports-reference.com/cfb/players/isaac-yiadom-1.html,7,Isaac Yiadom,DB,0.0,Boston College,2026-04-01T17:04:30.775Z,36,season_totals,1.0
27,,SR,51,SEC,2018,2,1,0,0,15,0,0,0,https://www.sports-reference.com/cfb/players/isaiah-buggs-1.html,3,Isaiah Buggs,DL,9.5,Alabama,2026-04-01T17:04:37.759Z,24,season_totals,13.5
22,,JR,45,Ind,2022,1,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/isaiah-foskey-1.html,0,Isaiah Foskey,DL,11.0,Notre Dame,2026-04-01T17:04:44.987Z,23,season_totals,14.0
21,,SR,72,ACC,2014,2,2,0,7,13,0,19,1,https://www.sports-reference.com/cfb/players/isaiah-johnson-1.html,5,Isaiah Johnson,DB/S,0.0,Georgia Tech,2026-04-01T17:04:51.978Z,51,season_totals,3.0
15,,SR,39,SEC,2022,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/isaiah-mcguire-1.html,0,Isaiah McGuire,DL,7.5,Missouri,2026-04-01T17:04:58.852Z,24,season_totals,13.0
7,,JR,26,Pac-12,2017,0,0,0,0,10,0,41,2,https://www.sports-reference.com/cfb/players/isaiah-oliver-1.html,13,Isaiah Oliver,WR/DB,0.0,Colorado,2026-04-01T17:05:06.087Z,19,season_totals,0.0
36,AA,JR,103,ACC,2019,1,1,0,0,15,0,42,3,https://www.sports-reference.com/cfb/players/isaiah-simmons-1.html,7,Isaiah Simmons,S/LB,7.0,Clemson,2026-04-01T17:05:13.059Z,67,season_totals,16.0
20,,SR,38,Big 12,2021,3,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/isaiah-thomas-1.html,4,Isaiah Thomas,DE/DL,8.0,Oklahoma,2026-04-01T17:05:19.944Z,18,season_totals,11.5
